filename,width,height,class,xmin,ymin,xmax,ymax
trees_mp4-17_jpg.rf.064680debb47e1a98c16bd9c3694b618.jpg,640,640,object,64,236,83,347
trees_mp4-17_jpg.rf.064680debb47e1a98c16bd9c3694b618.jpg,640,640,object,85,244,101,368
trees_mp4-17_jpg.rf.064680debb47e1a98c16bd9c3694b618.jpg,640,640,object,131,227,156,389
trees_mp4-17_jpg.rf.064680debb47e1a98c16bd9c3694b618.jpg,640,640,object,155,254,175,359
trees_mp4-17_jpg.rf.064680debb47e1a98c16bd9c3694b618.jpg,640,640,object,218,279,235,381
trees_mp4-17_jpg.rf.064680debb47e1a98c16bd9c3694b618.jpg,640,640,object,241,260,265,378
trees_mp4-17_jpg.rf.064680debb47e1a98c16bd9c3694b618.jpg,640,640,object,344,323,390,567
trees_mp4-17_jpg.rf.064680debb47e1a98c16bd9c3694b618.jpg,640,640,object,475,250,528,484
trees_mp4-17_jpg.rf.064680debb47e1a98c16bd9c3694b618.jpg,640,640,object,545,239,639,639
trees_mp4-17_jpg.rf.064680debb47e1a98c16bd9c3694b618.jpg,640,640,object,575,158,613,244
trees_mp4-17_jpg.rf.064680debb47e1a98c16bd9c3694b618.jpg,640,640,object,482,166,522,278
trees_mp4-17_jpg.rf.064680debb47e1a98c16bd9c3694b618.jpg,640,640,object,412,172,462,338
trees_mp4-17_jpg.rf.064680debb47e1a98c16bd9c3694b618.jpg,640,640,object,281,262,339,373
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,158,112,215,172
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,314,337,410,451
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,122,437,208,533
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,0,330,33,459
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,535,352,615,434
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,416,0,502,44
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,144,212,258,329
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,341,440,429,517
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,354,184,431,264
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,44,130,196,266
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,272,473,332,539
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,168,416,211,465
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,237,279,303,348
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,233,338,296,414
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,159,312,222,389
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,129,385,177,445
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,67,360,123,423
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,71,438,129,495
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,0,429,59,491
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,31,467,93,521
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,0,476,24,549
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,412,574,461,612
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,385,136,439,199
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,345,88,396,142
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,251,81,300,132
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,238,55,278,98
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,225,0,267,24
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,174,0,228,57
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,538,205,592,256
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,585,276,622,318
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,556,236,608,293
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,515,256,575,318
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,470,264,532,322
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,543,313,591,362
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,463,319,520,382
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,505,313,545,357
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,469,392,507,432
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,433,347,491,405
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,556,423,596,474
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,497,433,569,504
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,521,587,563,605
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,315,583,355,619
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,294,553,343,611
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,259,547,297,587
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,129,518,178,562
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,74,48,123,94
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,117,88,175,156
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,75,84,126,132
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,377,0,431,47
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,416,98,465,154
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,441,183,498,232
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,430,231,481,293
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,408,488,462,539
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,237,430,271,466
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,221,474,275,536
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,326,160,372,203
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,191,173,245,222
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,567,22,624,85
NIWO_005_2020_jpeg_jpg.rf.07e7b93fa00e8c83fbb4174757e83077.jpg,640,640,object,609,200,635,249
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,104,65,240,182
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,313,311,417,399
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,240,214,340,310
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,312,138,418,229
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,407,110,503,181
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,1,123,95,266
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,69,286,258,410
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,396,241,472,325
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,382,402,466,476
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,6,410,83,586
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,75,522,237,639
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,236,412,352,509
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,291,620,383,639
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,311,476,402,565
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,242,16,364,119
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,441,339,510,388
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,365,17,441,85
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,214,559,308,639
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,355,518,464,632
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,426,585,515,639
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,414,465,511,529
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,448,514,536,565
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,489,543,560,599
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,524,569,581,632
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,549,610,612,639
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,471,395,551,449
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,538,395,595,441
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,509,345,571,391
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,481,277,563,335
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,435,199,529,268
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,483,81,537,138
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,511,162,573,218
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,526,131,592,177
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,565,343,609,391
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,550,295,604,344
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,555,525,609,569
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,499,444,568,501
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,524,493,582,525
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,579,559,628,616
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,560,431,606,469
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,579,388,630,425
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,532,30,603,86
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,561,102,618,150
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,577,173,629,217
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,574,260,626,298
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,599,508,633,542
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,605,461,639,493
36_jpg.rf.0cb35b51334b176d6050ccee98880348.jpg,640,640,object,595,425,635,457
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,334,25,407,106
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,196,18,249,61
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,142,60,238,152
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,231,57,315,148
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,509,6,601,93
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,454,72,545,174
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,536,99,597,183
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,349,96,442,193
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,286,145,369,219
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,143,152,225,231
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,190,177,286,269
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,246,243,322,330
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,337,246,402,299
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,417,205,504,289
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,489,220,561,308
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,555,231,633,323
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,502,302,578,360
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,394,279,491,370
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,311,289,395,368
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,117,285,209,371
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,180,314,254,404
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,250,331,309,423
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,305,363,386,435
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,388,370,438,429
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,465,346,559,441
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,552,328,634,459
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,468,434,561,529
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,408,437,479,517
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,317,428,369,478
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,371,443,413,495
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,80,363,176,472
B01_0084_JPG_jpg.rf.0e14de4fa70f0e42777c849d138a8310.jpg,640,640,object,171,396,230,457
